pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Epigenetic regulation of gene expression,Reactome,25,HIST1H3F;HIST1H2AK;HIST1H2AC;HIST1H2AB;MYBBP1A;HIST1H2BG;HIST1H2BF;HIST1H2BH;HIST1H3C;HIST1H3I;PHF19;EHMT2;RBBP4;HIST1H4F;SUV39H1;H2AFX;H2AFZ;UHRF1;HIST1H2BB;HDAC2;TET3;DEK;HIST1H4D;HDAC1;DNMT1,150 (151),2.78e-10,1.72e-08,3,HMDB00285;HMDB00538;HMDB00082,18 (24),0.000253,0.00865,2.2e-12,1.43e-10
Nuclear Pore Complex (NPC) Disassembly,Reactome,14,NUP107;NUP50;NUP188;CCNB2;NUP37;NUP133;NUP62;NUP214;CDK1;NUP210;NDC1;CCNB1;NUP205;NUP88,34 (34),5.94e-12,6.49e-10,1,HMDB00538,2 (2),0.0147,0.119,2.71e-12,1.71e-10
Nuclear Envelope Breakdown,Reactome,17,NUP107;PLK1;TMPO;NUP50;NUP188;CCNB2;NUP37;BANF1;NUP133;NUP62;NUP214;CDK1;NUP210;NDC1;CCNB1;NUP205;NUP88,51 (51),1.84e-12,2.16e-10,1,HMDB00538,7 (7),0.0505,0.173,2.88e-12,1.77e-10
SUMOylation,Reactome,25,BLM;NUP50;HDAC1;NDC1;RNF168;NUP107;HIST1H4D;HIST1H4F;CBX5;NUP37;SMC1A;NUP210;NUP88;NUP133;UBA2;SUMO3;NUP214;NUP188;HDAC2;SMC5;RPA1;TOP2A;NUP62;NSMCE1;NUP205,126 (126),5.3e-12,5.93e-10,1,HMDB00538,3 (3),0.0219,0.134,3.58e-12,2.16e-10
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,Reactome,14,BUB3;PLK1;ANAPC1;UBE2C;NEK2;CDC16;ANAPC15;MAD2L1;CDK1;CDC23;CCNA2;CCNB1;BUB1B;CDC20,32 (32),2.16e-12,2.47e-10,0,,0 (0),1,1,2.16e-12,2.47e-10
DNA Repair,Reactome,42,RAD51;BLM;FANCD2;LIG1;RAD51AP1;EME1;HIST1H2BG;BRIP1;HIST1H2BF;MLH1;EXO1;BABAM1;HIST1H4D;HIST1H4F;FANCI;POLD1;POLE;RNF168;PAXIP1;TOPBP1;BARD1;H2AFX;POLQ;MSH6;HIST1H2BB;PRPF19;TIMELESS;SUMO3;CHD1L;RFC5;RPA1;USP1;DDB1;GEN1;RHNO1;PALB2;HIST1H2BH;CDK2;CCNA2;RAD23B;KPNA2;REV1,317 (320),6.81e-13,8.94e-11,1,HMDB00538,38 (48),0.247,0.541,5.11e-12,3.01e-10
Metabolism of RNA,Reactome,55,DHX15;CPSF2;UTP6;PRPF31;NUP50;HEATR1;SF3A3;EXOSC9;GTF2F1;NDC1;CHERP;RPL36A;RPLP0;NOP56;NUP107;NUP37;DHX37;RPS5;SF3A1;SRSF4;CLNS1A;NUP210;EXOSC6;EIF4G1;NUP88;NUP133;CSTF2;FIP1L1;GEMIN5;PRPF19;NCBP1;RAN;RPSA;NUP62;NUP214;NUP188;UPF1;UTP3;SNRNP40;PTBP1;SRRT;RPL13A;NHP2;NSUN2;SNRPE;RPL4;SET;SF3B3;DDX39B;SNRPD1;RPL9;PPIL1;KHSRP;NUP205;EFTUD2,584 (586),1.92e-10,1.26e-08,3,HMDB00095;HMDB00538;HMDB00082,35 (72),0.00188,0.0443,1.07e-11,6.16e-10
Interactions of Vpr with host cellular proteins,Reactome,14,NUP107;SLC25A5;NUP50;NUP133;BANF1;NUP62;NUP214;NUP188;NUP210;NDC1;NUP37;KPNA1;NUP205;NUP88,35 (35),9.57e-12,9.98e-10,0,,0 (0),1,1,9.57e-12,9.98e-10
G2/M DNA damage checkpoint,Reactome,21,RFC5;CDC25C;BARD1;RPA1;H2AFX;BLM;HIST1H4D;HIST1H4F;HIST1H2BB;CDK1;RHNO1;HIST1H2BG;BABAM1;BRIP1;HIST1H2BF;HIST1H2BH;CCNB1;EXO1;WEE1;RNF168;TOPBP1,95 (96),3.15e-11,2.73e-09,1,HMDB00538,3 (3),0.0219,0.134,2.01e-11,1.13e-09
SUMO E3 ligases SUMOylate target proteins,Reactome,24,BLM;NUP50;HDAC1;NDC1;RNF168;NUP107;HIST1H4D;HIST1H4F;CBX5;NUP37;SMC1A;NUP210;NUP88;NUP133;SUMO3;NUP214;NUP188;HDAC2;SMC5;RPA1;TOP2A;NUP62;NSMCE1;NUP205,120 (120),1.19e-11,1.21e-09,0,,0 (0),1,1,1.19e-11,1.21e-09
G1/S Transition,Reactome,19,CDC25A;CCNB1;RPA1;WEE1;CKS1B;MCM3;E2F1;POLA1;MCM6;POLE;CDT1;MCM5;CDK1;CDK2;CCNA2;CDK4;MCM10;CDC7;MCM2,76 (76),2.77e-11,2.45e-09,1,HMDB00538,4 (4),0.0292,0.138,2.33e-11,1.28e-09
Transport of Ribonucleoproteins into the Host Nucleus,Reactome,13,NUP107;NUP50;NUP133;KPNB1;NUP62;NUP214;NUP188;NUP210;NDC1;NUP37;KPNA1;NUP205;NUP88,30 (30),1.56e-11,1.52e-09,0,,0 (0),1,1,1.56e-11,1.52e-09
Cellular responses to external stimuli,Reactome,46,NUP88;HIST1H3I;HIST1H3F;HIST1H2AK;UBE2C;HIST1H2AC;FZR1;HIST1H2BG;HIST1H2BF;HIST1H2BH;NDC1;HDAC6;HIST1H3C;NUP107;EHMT2;HIST1H4D;HIST1H4F;ANAPC1;NUP37;CDC16;ANAPC15;EGLN1;NUP210;NUP50;HIST1H1D;HIST1H1E;NUP133;H2AFX;H2AFZ;HIST1H2BB;E2F1;CDK2;NUP62;NUP214;NUP188;HIST1H2AB;RPA1;CDK6;FKBP4;RBBP4;STIP1;CDC23;CCNA2;CDK4;NUP205;HSP90AB1,413 (414),2.61e-11,2.35e-09,2,HMDB03337;HMDB00538,46 (57),0.0437,0.162,3.25e-11,1.73e-09
HIV Infection,Reactome,26,LIG1;RAN;RANGAP1;GTF2F1;AP2S1;NDC1;AP2A2;NUP107;KPNB1;SLC25A5;NUP37;NUP210;NUP50;NUP88;NUP133;NCBP1;NUP62;NUP214;NUP188;TAF1;SSRP1;TAF9;PPIA;BANF1;KPNA1;NUP205,195 (197),1.64e-08,7.25e-07,3,HMDB00285;HMDB00538;HMDB00082,12 (13),7.02e-05,0.0027,3.29e-11,1.73e-09
RNA Polymerase I Transcription,Reactome,18,HIST1H3C;HIST1H3I;H2AFX;EHMT2;RBBP4;HIST1H4F;HIST1H2BB;H2AFZ;HIST1H2AC;HIST1H2AB;HIST1H3F;HIST1H2BG;HIST1H2BF;HIST1H2BH;HDAC1;HDAC2;HIST1H4D;HIST1H2AK,113 (114),1.83e-07,5.79e-06,3,HMDB00285;HMDB00538;HMDB00082,6 (8),6.56e-06,0.000498,3.41e-11,1.76e-09
APC/C:Cdc20 mediated degradation of mitotic proteins,Reactome,13,BUB3;ANAPC1;UBE2C;NEK2;CDC16;ANAPC15;MAD2L1;CDK1;CDC23;CCNA2;CCNB1;BUB1B;CDC20,31 (31),2.6e-11,2.35e-09,0,,0 (0),1,1,2.6e-11,2.35e-09
Negative epigenetic regulation of rRNA expression,Reactome,18,HIST1H3C;HIST1H3I;H2AFX;H2AFZ;HIST1H3F;HIST1H4F;HIST1H2BB;SUV39H1;HIST1H2AC;HIST1H2AB;HIST1H4D;HIST1H2BG;HIST1H2BF;HIST1H2BH;HDAC1;DNMT1;HIST1H2AK;HDAC2,110 (111),1.2e-07,3.96e-06,3,HMDB00285;HMDB00538;HMDB00082,8 (12),1.82e-05,0.000873,6.08e-11,3.07e-09
DNA Replication,Wikipathways,13,RFC5;RPA1;MCM2;MCM3;MCM5;MCM6;POLD1;POLE;CDT1;POLA1;CDK2;MCM10;CDC7,42 (42),2.21e-09,1.1e-07,2,HMDB00285;HMDB00082,7 (7),0.00105,0.027,6.43e-11,3.16e-09
HIV Life Cycle,Reactome,22,NUP50;RAN;RANGAP1;GTF2F1;NDC1;NUP107;NUP37;NUP210;LIG1;NUP88;NUP133;NCBP1;NUP62;NUP214;NUP188;TAF1;SSRP1;TAF9;PPIA;BANF1;KPNA1;NUP205,154 (156),6.05e-08,2.22e-06,3,HMDB00285;HMDB00538;HMDB00082,10 (11),3.86e-05,0.0017,6.49e-11,3.16e-09
Vpr-mediated nuclear import of PICs,Reactome,13,NUP107;NUP50;NUP133;BANF1;NUP62;NUP214;NUP188;NUP210;NDC1;NUP37;KPNA1;NUP205;NUP88,32 (32),4.23e-11,3.47e-09,0,,0 (0),1,1,4.23e-11,3.47e-09
NoRC negatively regulates rRNA expression,Reactome,17,HIST1H3C;HIST1H3I;H2AFX;H2AFZ;HIST1H3F;HIST1H4F;HIST1H2BB;HIST1H2AC;HIST1H2AB;HIST1H4D;HIST1H2BG;HIST1H2BF;HIST1H2BH;HDAC1;DNMT1;HIST1H2AK;HDAC2,107 (108),4.17e-07,1.2e-05,3,HMDB00285;HMDB00538;HMDB00082,6 (9),6.56e-06,0.000498,7.55e-11,3.6e-09
Mitotic G2-G2/M phases,Reactome,25,FOXM1;AURKA;NEK2;CENPF;RBBP4;WEE1;CCNB2;ODF2;TPX2;CKAP5;CDK5RAP2;E2F1;PLK1;CDK1;HMMR;CCNA2;CDC25A;CDC25C;PLK4;CEP152;CDK2;BORA;CCNB1;PCNT;HSP90AB1,139 (139),5.07e-11,4.01e-09,1,HMDB00538,8 (8),0.0575,0.186,8.03e-11,3.76e-09
Cellular Senescence,Reactome,29,HIST1H3F;HIST1H2AK;HIST1H2AC;FZR1;HIST1H2BG;HIST1H2BF;HIST1H2BH;HIST1H3C;HIST1H3I;EHMT2;RBBP4;HIST1H4F;ANAPC1;CDC16;ANAPC15;UBE2C;HIST1H1D;HIST1H1E;H2AFX;H2AFZ;HIST1H2BB;E2F1;CDC23;HIST1H2AB;HIST1H4D;CDK2;CCNA2;CDK4;CDK6,188 (189),7.11e-11,5.35e-09,1,HMDB00538,9 (11),0.0645,0.198,1.24e-10,5.71e-09
Transport of Mature mRNA Derived from an Intronless Transcript,Reactome,14,NUP107;FIP1L1;NUP50;NUP133;NCBP1;NUP37;CPSF2;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,40 (40),8.06e-11,5.97e-09,0,,0 (0),1,1,8.06e-11,5.97e-09
Transport of Mature mRNAs Derived from Intronless Transcripts,Reactome,14,NUP107;FIP1L1;NUP50;NUP133;NCBP1;NUP37;CPSF2;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,41 (41),1.18e-10,8.48e-09,0,,0 (0),1,1,1.18e-10,8.48e-09
Processing of Capped Intron-Containing Pre-mRNA,Reactome,32,DHX15;PRPF31;NUP50;SNRNP40;GTF2F1;SF3A3;NDC1;CHERP;SF3B3;PTBP1;NUP107;NUP37;SF3A1;SRSF4;SRRT;NUP210;PPIL1;NUP88;NUP133;CSTF2;FIP1L1;PRPF19;NCBP1;NUP62;NUP214;NUP188;CPSF2;SNRPD1;SNRPE;DDX39B;NUP205;EFTUD2,240 (240),3.53e-10,2.13e-08,1,HMDB00538,3 (4),0.0219,0.134,2.06e-10,9.3e-09
RNA Polymerase I Chain Elongation,Reactome,14,HIST1H3C;HIST1H3I;H2AFX;H2AFZ;HIST1H3F;HIST1H4F;HIST1H2AK;HIST1H2AC;HIST1H2AB;HIST1H4D;HIST1H2BG;HIST1H2BF;HIST1H2BH;HIST1H2BB,91 (92),6.46e-06,0.000145,3,HMDB00285;HMDB00538;HMDB00082,4 (5),1.32e-06,0.000214,2.26e-10,1e-08
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,Reactome,12,BUB3;ANAPC1;UBE2C;NEK2;CDC16;ANAPC15;MAD2L1;CDK1;CDC23;CCNA2;BUB1B;CDC20,29 (29),1.86e-10,1.26e-08,0,,0 (0),1,1,1.86e-10,1.26e-08
G2/M Transition,Reactome,24,FOXM1;AURKA;NEK2;CENPF;RBBP4;WEE1;CCNB2;ODF2;TPX2;CKAP5;CDK5RAP2;PLK1;CDK1;HMMR;CCNA2;CDC25A;CDC25C;PLK4;CEP152;CDK2;BORA;CCNB1;PCNT;HSP90AB1,137 (137),2.19e-10,1.4e-08,1,HMDB00538,8 (8),0.0575,0.186,3.29e-10,1.43e-08
SUMOylation of DNA damage response and repair proteins,Reactome,18,SMC5;NUP107;RPA1;BLM;NSMCE1;NUP50;SUMO3;NUP133;NUP37;SMC1A;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;RNF168;NUP88,76 (76),2.44e-10,1.54e-08,0,,0 (0),1,1,2.44e-10,1.54e-08
Extension of Telomeres,Reactome,8,RFC5;NHP2;RPA1;RUVBL2;LIG1;POLA1;POLD1;POLE,30 (30),1.01e-05,0.000212,4,HMDB00095;HMDB00285;HMDB00538;HMDB00082,13 (14),1.39e-06,0.000214,3.63e-10,1.56e-08
Chromatin organization,Reactome,35,HIST1H3F;HIST1H2AG;HIST1H2AK;SETD1A;NCOR2;HIST1H2AC;HIST1H2AB;RCOR1;HIST1H2BG;HIST1H2BF;HIST1H2BH;DOT1L;HIST1H3C;HIST1H3I;KDM2B;EHMT2;RBBP4;HIST1H4F;SUV39H1;SMARCA4;SMARCB1;SMARCC1;HIST1H2BB;HIST2H2AB;JADE1;KDM5D;TAF9;RUVBL2;UTY;HCFC1;HIST1H4D;HIST1H2AH;HDAC1;HDAC2;CDK4,272 (272),1.39e-10,9.7e-09,1,HMDB00538,15 (16),0.105,0.266,3.81e-10,1.58e-08
Chromatin modifying enzymes,Reactome,35,HIST1H3F;HIST1H2AG;HIST1H2AK;SETD1A;NCOR2;HIST1H2AC;HIST1H2AB;RCOR1;HIST1H2BG;HIST1H2BF;HIST1H2BH;DOT1L;HIST1H3C;HIST1H3I;KDM2B;EHMT2;RBBP4;HIST1H4F;SUV39H1;SMARCA4;SMARCB1;SMARCC1;HIST1H2BB;HIST2H2AB;JADE1;KDM5D;TAF9;RUVBL2;UTY;HCFC1;HIST1H4D;HIST1H2AH;HDAC1;HDAC2;CDK4,272 (272),1.39e-10,9.7e-09,1,HMDB00538,15 (16),0.105,0.266,3.81e-10,1.58e-08
Polo-like kinase mediated events,Reactome,9,FOXM1;CDC25C;CENPF;RBBP4;WEE1;CCNB2;CDC25A;PLK1;CCNB1,16 (16),1.18e-09,6.4e-08,1,HMDB00538,2 (2),0.0147,0.119,4.48e-10,1.83e-08
SUMOylation of DNA replication proteins,Reactome,13,NUP107;NUP210;NUP50;NUP133;NUP37;TOP2A;SUMO3;NUP214;NUP188;NUP62;NDC1;NUP205;NUP88,37 (37),3.65e-10,2.15e-08,0,,0 (0),1,1,3.65e-10,2.15e-08
ATR signaling pathway,PID,13,RAD51;CDC25A;PLK1;RPA1;TOPBP1;FANCD2;MCM2;TIMELESS;CDC25C;SMARCAL1;CDK2;CCNA2;RFC5,37 (37),3.65e-10,2.15e-08,0,,0 (0),1,1,3.65e-10,2.15e-08
Processing of DNA double-strand break ends,Reactome,20,RFC5;BARD1;RPA1;H2AFX;BLM;HIST1H4D;HIST1H4F;HIST1H2BB;RHNO1;TIMELESS;HIST1H2BG;BABAM1;BRIP1;HIST1H2BF;HIST1H2BH;CDK2;CCNA2;EXO1;RNF168;TOPBP1,98 (99),4.29e-10,2.46e-08,1,HMDB00538,7 (9),0.0505,0.173,5.54e-10,2.22e-08
Interactions of Rev with host cellular proteins,Reactome,14,NUP107;NUP50;RAN;NUP205;NUP133;RANGAP1;NUP62;NUP214;NUP188;NUP210;NDC1;NUP37;KPNB1;NUP88,37 (37),2.35e-11,2.2e-09,0,,3 (3),1,1,5.99e-10,2.34e-08
Metabolism of proteins,Reactome,117,MRPS31;CYC1;NUP50;CAND1;NUP37;GALNT1;RNF168;RPLP0;MRPL12;SPP1;RPS5;CTSC;TTLL5;UGGT1;PSME3;PSMC1;EIF3C;SRP72;PSMD2;PSMD3;PSMD5;PSMD7;NUP62;PSMD13;SMC5;DDB1;F10;B4GALT6;TUFM;NUP205;BLM;TUBA1B;HIST1H2AK;HIST1H2AC;HIST1H2AB;FARSA;FBXW8;HIST1H2BF;HIST1H2BH;HIST1H3C;HIST1H3I;HIST1H4D;HIST1H4F;RPL36A;NUP210;COPZ1;ECI2;NOS2;PIGO;HIST1H2AH;NSMCE1;RAD23B;HSPD1;GPLD1;HIST1H3F;HIST1H2AG;CDK1;FN1;NOP56;NUP107;TCP1;SMC1A;CANX;TUBA1C;UBE2C;USP24;NUP88;UBA2;CDC25A;BIRC5;CCT2;RPSA;NUP214;TARS2;PIGU;HIST1H2BG;ALG10B;CCNA2;MRPL2;TGFB1;CCNF;CCT6A;BARD1;NDC1;BABAM1;IGFBP4;IGFBP6;CBX5;VCAN;EIF4G1;EIF5A;NUP133;PSMD1;TRAPPC10;H2AFX;H2AFZ;HIST2H2AB;HIST1H2BB;SUMO3;PRKCSH;EIF3B;NUP188;EIF3D;GALNT6;EIF3I;CDC20;RPL13A;GFM1;RPA1;CTSG;RPL4;HCFC1;TOP2A;RPL9;HDAC1;HDAC2;DCAF7,1999 (2008),2.02e-07,6.27e-06,6,HMDB00285;HMDB01265;HMDB00082;HMDB00538;HMDB01176;HMDB00095,117 (269),0.000117,0.00438,6.02e-10,2.34e-08
SUMOylation of chromatin organization proteins,Reactome,17,NUP107;NUP210;HIST1H4D;HIST1H4F;NUP50;NUP188;CBX5;NUP133;NUP37;HDAC2;SUMO3;NUP214;HDAC1;NUP62;NDC1;NUP205;NUP88,70 (70),5.08e-10,2.84e-08,0,,0 (0),1,1,5.08e-10,2.84e-08
Regulation of sister chromatid separation at the metaphase-anaphase transition,Wikipathways,9,BUB3;BUB1;ESPL1;CENPE;SMC1A;MAD2L1;MAD1L1;BUB1B;CDC20,15 (15),5.36e-10,2.96e-08,0,,0 (0),1,1,5.36e-10,2.96e-08
snRNP Assembly,Reactome,16,NUP107;SNRPD1;GEMIN5;NUP50;SNRPE;NUP133;NCBP1;NUP37;CLNS1A;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,52 (52),3.33e-11,2.78e-09,0,,3 (4),1,1,8.37e-10,3.16e-08
Metabolism of non-coding RNA,Reactome,16,NUP107;SNRPD1;GEMIN5;NUP50;SNRPE;NUP133;NCBP1;NUP37;CLNS1A;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,52 (52),3.33e-11,2.78e-09,0,,3 (4),1,1,8.37e-10,3.16e-08
Infectious disease,Reactome,30,TGFB1;MET;LIG1;RAN;RANGAP1;GTF2F1;AP2S1;NDC1;AP2A2;NUP107;KPNB1;SLC25A5;NUP37;CANX;NUP210;NUP50;NUP88;NUP133;NCBP1;NUP62;NUP214;NUP188;TAF1;SSRP1;TAF9;PPIA;BANF1;KPNA1;NUP205;KPNA2,251 (253),1.71e-08,7.46e-07,3,HMDB00285;HMDB00538;HMDB00082,37 (55),0.00221,0.051,9.43e-10,3.51e-08
Condensation of Prometaphase Chromosomes,Reactome,8,SMC2;SMC4;NCAPH;NCAPG;CCNB2;CDK1;CCNB1;NCAPD2,12 (12),1.55e-09,8.15e-08,1,HMDB00538,4 (4),0.0292,0.138,1.12e-09,4.1e-08
Late Phase of HIV Life Cycle,Reactome,19,TAF9;NUP107;RAN;PPIA;NUP50;NUP133;NCBP1;NUP37;RANGAP1;GTF2F1;NUP62;NUP214;NUP188;TAF1;NUP210;NDC1;NUP205;SSRP1;NUP88,141 (143),1.21e-06,3.17e-05,3,HMDB00285;HMDB00538;HMDB00082,10 (10),3.86e-05,0.0017,1.16e-09,4.17e-08
Pyrimidine metabolism,EHMN,19,POLQ;NUP107;PAPD7;RFC5;NUP50;NUP133;POLA1;NUP37;POLD1;NT5C;POLE;NUP62;NUP214;NUP188;NUP210;NUP88;ENTPD5;DUT;NUP205,135 (136),6.13e-07,1.7e-05,5,HMDB00095;HMDB00285;HMDB00538;HMDB01176;HMDB00082,70 (77),0.000104,0.00395,1.55e-09,5.53e-08
RNA Polymerase II Transcription,Reactome,80,TGFB1;RAD51;CPSF2;TRIM28;AURKA;FANCD2;HIST1H3F;SRRT;HIST1H2AK;SETD1A;HSPD1;HIST1H2AC;CDK4;LRPPRC;GTF2F1;HIST1H2BG;INTS5;BRIP1;HIST1H2BF;BARD1;RHNO1;EXO1;HDAC6;HIST1H3C;HIST1H3I;INTS2;CSTF2;EHMT2;INTS7;HIST1H4F;NOC2L;CBX5;RBL1;FANCI;RBBP4;SRSF4;H2AFZ;BLM;INTS1;TPX2;TOPBP1;MLH1;SMARCA4;H2AFX;SMARCC1;FIP1L1;NCOR2;HIST1H2BB;CDK6;BIRC5;E2F1;NCBP1;E2F4;CDK2;CDK1;TAF1;HIPK2;HIST1H2AB;SSRP1;TAF9;RFC5;CDC25C;ATAD2;RPA1;DEK;MYB;SNRPE;SMARCB1;CCNA2;MED24;DDX39B;E2F7;HIST1H4D;E2F8;HIST1H2BH;HDAC1;HDAC2;CCNB1;AURKB;CDC7,1228 (1236),4.54e-07,1.29e-05,4,HMDB03337;HMDB00538;HMDB00285;HMDB00082,39 (52),0.000142,0.00514,1.57e-09,5.53e-08
Rev-mediated nuclear export of HIV RNA,Reactome,13,NUP107;NUP50;RAN;NUP37;NUP133;RANGAP1;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,33 (33),6.74e-11,5.2e-09,0,,3 (3),1,1,1.65e-09,5.67e-08
Host Interactions of HIV factors,Reactome,20,AP2A2;NUP107;RAN;SLC25A5;PPIA;NUP50;NUP188;NUP133;BANF1;RANGAP1;NUP205;NUP62;NUP214;AP2S1;NUP210;NDC1;NUP37;KPNA1;KPNB1;NUP88,89 (89),6.8e-11,5.2e-09,0,,5 (5),1,1,1.66e-09,5.67e-08
Transport of the SLBP independent Mature mRNA,Reactome,12,NUP107;NUP50;NUP133;NCBP1;NUP37;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,33 (33),1.11e-09,6.07e-08,0,,0 (0),1,1,1.11e-09,6.07e-08
Nuclear import of Rev protein,Reactome,13,NUP107;NUP50;RAN;NUP205;NUP133;NUP62;NUP214;NUP188;NUP210;NDC1;NUP37;KPNB1;NUP88,34 (34),1.05e-10,7.69e-09,0,,2 (2),1,1,2.53e-09,8.53e-08
Transport of the SLBP Dependant Mature mRNA,Reactome,12,NUP107;NUP50;NUP133;NCBP1;NUP37;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,34 (34),1.66e-09,8.65e-08,0,,0 (0),1,1,1.66e-09,8.65e-08
Lysine metabolism,EHMN,15,NUP107;OGDH;SUV39H1;NUP50;SETD1A;EHMT2;NUP37;NUP133;NUP62;NUP214;NUP188;NUP210;DOT1L;NUP205;NUP88,60 (60),3.47e-09,1.68e-07,2,HMDB00538;HMDB01325,39 (53),0.0323,0.149,2.68e-09,8.84e-08
Switching of origins to a post-replicative state,Reactome,13,ANAPC1;MCM2;MCM3;MCM5;FZR1;CDC16;ANAPC15;CDK2;CDT1;UBE2C;CDC23;CCNA2;MCM6,46 (46),7.67e-09,3.63e-07,1,HMDB00538,2 (2),0.0147,0.119,2.69e-09,8.84e-08
tRNA processing in the nucleus,Reactome,13,NUP107;CSTF2;NUP50;RAN;NUP37;NUP133;NUP62;NUP214;NUP188;NUP210;NDC1;NUP205;NUP88,57 (57),1.27e-07,4.15e-06,2,HMDB00538;HMDB00082,7 (10),0.00105,0.027,3.16e-09,1.02e-07
G0 and Early G1,Reactome,10,CDC25A;RBBP4;RBL1;E2F1;TOP2A;E2F4;CDK2;CDK1;HDAC1;CCNA2,25 (25),9.45e-09,4.3e-07,1,HMDB00538,2 (2),0.0147,0.119,3.29e-09,1.05e-07
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,Reactome,11,BUB3;ANAPC1;UBE2C;CDC16;ANAPC15;MAD2L1;CDK1;CDC23;CCNA2;BUB1B;CDC20,28 (28),2.12e-09,1.08e-07,0,,0 (0),1,1,2.12e-09,1.08e-07
FOXM1 transcription factor network,PID,13,FOXM1;PLK1;CENPF;CKS1B;BIRC5;CCNB2;NEK2;CDK1;CCNB1;CDK2;CCNA2;CDK4;AURKB,42 (42),2.21e-09,1.1e-07,0,,0 (0),1,1,2.21e-09,1.1e-07
Regulation of TP53 Activity through Phosphorylation,Reactome,18,TAF9;RFC5;BARD1;RPA1;AURKA;BLM;HIPK2;NOC2L;RHNO1;EXO1;BRIP1;TAF1;CDK2;CCNA2;AURKB;SSRP1;TPX2;TOPBP1,93 (93),7.88e-09,3.69e-07,1,HMDB00538,3 (3),0.0219,0.134,4.06e-09,1.28e-07
RNA transport - Homo sapiens (human),KEGG,27,NUP50;NUP188;RAN;RANGAP1;NDC1;NUP107;STRAP;TACC3;NUP37;CLNS1A;NUP210;EIF4G1;NUP88;NUP133;GEMIN5;NCBP1;NUP62;NUP214;EIF3B;EIF3C;UPF1;EIF3I;EIF3D;DDX39B;SUMO3;KPNB1;NUP205,171 (171),1.9e-10,1.26e-08,0,,2 (3),1,1,4.44e-09,1.38e-07
HDACs deacetylate histones,Reactome,20,HIST1H3C;HIST1H3I;HIST1H2AG;HIST1H2AH;RBBP4;HIST1H4F;HIST1H2BB;HIST2H2AB;HIST1H2AC;HIST1H2AB;HIST1H3F;RCOR1;HIST1H2BG;HIST1H2BF;HIST1H2BH;HDAC1;NCOR2;HIST1H4D;HIST1H2AK;HDAC2,94 (94),1.95e-10,1.26e-08,0,,2 (3),1,1,4.55e-09,1.4e-07
Factors involved in megakaryocyte development and platelet production,Reactome,22,KIF20A;DOCK1;HIST1H3F;RCOR1;HIST1H3C;HIST1H3I;CENPE;WEE1;CBX5;HDAC2;KIF16B;KIF15;RACGAP1;CDK2;HDAC1;KIF18B;KIF20B;KIF11;KIFC1;MYB;KIF22;KIF2C,131 (131),2.86e-09,1.39e-07,1,HMDB00538,10 (11),0.0714,0.205,4.75e-09,1.45e-07
Post-translational protein modification,Reactome,82,TGFB1;BLM;CCNF;GPLD1;SPP1;TUBA1B;NUP210;NUP50;NUP188;HIST1H2AC;HIST1H2AB;CDC25A;FBXW8;RNF168;HIST1H2BF;CAND1;HIST1H2BH;NDC1;GALNT1;BABAM1;FN1;NUP107;VCAN;HIST1H4D;HIST1H4F;CANX;CBX5;NUP37;PSMC1;HDAC2;CTSC;TTLL5;TUBA1C;HIST1H2AG;HIST2H2AB;UBE2C;PSME3;IGFBP4;HIST1H2AK;USP24;NUP88;EIF5A;NUP133;PSMD1;BARD1;TRAPPC10;UBA2;SMC1A;PSMD2;HIST1H2BB;UGGT1;BIRC5;PSMD3;PSMD5;PSMD7;SUMO3;NUP214;CDK1;PSMD13;PRKCSH;GALNT6;HIST1H2BG;CDC20;SMC5;HDAC1;COPZ1;RPA1;HIST1H2AH;NSMCE1;DDB1;HCFC1;F10;PIGO;TOP2A;B4GALT6;PIGU;ALG10B;NUP62;CCNA2;NUP205;DCAF7;RAD23B,1378 (1383),1.14e-05,0.000236,6,HMDB00285;HMDB01265;HMDB00082;HMDB00538;HMDB01176;HMDB00095,87 (176),2.14e-05,0.00102,5.67e-09,1.7e-07
Aminosugars metabolism,EHMN,11,NUP107;SLC38A1;NUP50;NUP133;NUP37;NUP62;NUP214;NUP188;NUP210;NUP205;NUP88,51 (51),2.15e-06,5.43e-05,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,37 (43),0.000115,0.00434,5.72e-09,1.7e-07
