Lipid_ID	Lipid_ID_LION	FA_comp	Insaturations	Saturation_Class	Lipid_Family	Lipid_Type	F_Old_3a	F_Old_3b	F_Old_4a	F_Old_4b	F_Young_1a	F_Young_1b	F_Young_2a	F_Young_2b	M_Old_3a	M_Old_3b	M_Old_4a	M_Old_4b	M_Young_1a	M_Young_1b	M_Young_2a	M_Young_2b
TAG56:6-FA22:6	TG(56:6)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0112	0.0267	0.0105	0.0239	0.0082	0.003027543	0.004127515	0.0087	0.0204	0.094	0.0483	0.0354	0.0286	0.0374	0.0161	0.017
TAG56:7-FA16:0	TG(56:7)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0108	0.0213	0.0081	0.0175	0.0096	0.005112118	0.002992693	0.009	0.0225	0.1079	0.0638	0.0358	0.0259	0.0488	0.0176	0.0144
TAG56:7-FA18:1	TG(56:7)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0062	0.0129	0.007	0.0113	0.0069	0.003389389	0.006339924	0.0071	0.0131	0.0946	0.0452	0.0358	0.0194	0.0504	0.013	0.01
TAG56:7-FA18:2	TG(56:7)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0095	0.0202	0.008	0.0189	0.0116	0.002556894	0.0136	0.002894236	0.0177	0.1295	0.079	0.0504	0.0488	0.0904	0.0275	0.0224
TAG56:7-FA20:4	TG(56:7)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0144	0.0366	0.0144	0.0252	0.0143	0.0063	0.0166	0.0136	0.0411	0.2618	0.1156	0.1338	0.0675	0.157	0.0371	0.0191
TAG56:7-FA22:5	TG(56:7)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.004310929	0.02	0.0111	0.0182	0.0092	0.002620914	0.0099	0.0101	0.0261	0.1152	0.0804	0.0402	0.035	0.071	0.026	0.0185
TAG56:7-FA22:6	TG(56:7)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0189	0.0467	0.0216	0.0367	0.0191	0.0115	0.0147	0.0132	0.0462	0.2185	0.1021	0.0677	0.0565	0.1009	0.0307	0.0325
TAG56:8-FA16:0	TG(56:8)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.015	0.0231	0.012	0.0219	0.01	0.0086	0.006100072	0.0114	0.0266	0.1184	0.0701	0.042	0.0307	0.0541	0.0204	0.0193
TAG56:8-FA18:2	TG(56:8)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.002633446	0.0161	0.0066	0.014	0.00483565	0.003819774	0.003116245	0.005665305	0.0134	0.1008	0.0424	0.0392	0.032	0.0649	0.0206	0.014
TAG56:8-FA20:4	TG(56:8)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.05	0.0745	0.0528	0.0603	0.0486	0.0459	0.0518	0.0436	0.0578	0.1879	0.1136	0.1557	0.0852	0.1616	0.067	0.0501
TAG56:8-FA22:6	TG(56:8)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0176	0.0432	0.0197	0.046	0.0218	0.0091	0.0212	0.0172	0.0485	0.2937	0.1589	0.0846	0.0863	0.1754	0.0551	0.0437
TAG57:2-FA18:1	TG(57:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.003281944	0.0133	0.007	0.0132	0.004566975	0.003217381	0.00254044	0.005034646	0.0214	0.0762	0.0386	0.0261	0.0171	0.0287	0.0089	0.0149
TAG57:3-FA18:2	TG(57:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0137	0.0254	0.0131	0.0267	0.0124	0.003525795	0.0129	0.0108	0.0282	0.1257	0.0598	0.0309	0.0349	0.0559	0.0214	0.0215
TAG58:10-FA18:2	TG(58:10)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0133	0.0194	0.0092	0.0173	0.0132	0.003888234	0.0081	0.0081	0.0233	0.1101	0.0585	0.0258	0.031	0.0558	0.0245	0.0207
TAG58:10-FA22:6	TG(58:10)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.003180784	0.0189	0.0093	0.0193	0.0121	0.002646582	0.006474028	0.0068	0.0159	0.1174	0.0648	0.0382	0.0429	0.0871	0.0234	0.0212
TAG58:7-FA18:1	TG(58:7)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.009	0.0155	0.004131906	0.0125	0.003335102	0.002232111	0.008685625	0.0058	0.0148	0.0812	0.0467	0.0278	0.0173	0.0331	0.0104	0.0128
TAG58:7-FA18:2	TG(58:7)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0124	0.0192	0.0106	0.0169	0.0128	0.0082	0.0109	0.011	0.0164	0.0716	0.0481	0.0303	0.028	0.0405	0.0171	0.0194
TAG58:7-FA22:4	TG(58:7)	FA22:4	4	PUFA	TAG	Neutral_Lipids	0.004053318	0.0115	0.005096623	0.0079	0.0072	0.003859093	0.002902067	0.0082	0.0105	0.0563	0.0279	0.0157	0.0174	0.0286	0.0094	0.009
TAG58:7-FA22:5	TG(58:7)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.0143	0.0254	0.0168	0.0212	0.0145	0.0129	0.003678626	0.0134	0.0264	0.0951	0.0652	0.0344	0.0344	0.0535	0.0207	0.0229
TAG58:7-FA22:6	TG(58:7)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.006797891	0.0168	0.005592191	0.0149	0.004462705	0.0051	0.004581111	0.0071	0.0143	0.0677	0.0366	0.0272	0.0195	0.0341	0.0088	0.0135
TAG58:8-FA18:1	TG(58:8)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0073	0.0144	0.003421819	0.0123	0.002049206	0.004526123	0.004000749	0.0075	0.0154	0.0863	0.0464	0.0241	0.0177	0.0353	0.0107	0.0128
TAG58:8-FA18:2	TG(58:8)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0073	0.0203	0.003217073	0.0161	0.0095	0.004683462	0.0127	0.0093	0.0152	0.0805	0.0523	0.0316	0.0307	0.0543	0.0202	0.0183
TAG58:8-FA22:5	TG(58:8)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.0086	0.0169	0.0084	0.0133	0.01	0.00414801	0.004864161	0.002641668	0.0182	0.0863	0.0451	0.0292	0.0288	0.0522	0.0149	0.0142
TAG58:8-FA22:6	TG(58:8)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0202	0.0366	0.0159	0.0365	0.0187	0.0101	0.0141	0.0143	0.0358	0.2301	0.1077	0.0632	0.0594	0.1061	0.0357	0.0307
TAG58:9-FA18:1	TG(58:9)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.003721134	0.0139	0.0096	0.013	0.0111	0.004257481	0.003666907	0.006012476	0.0197	0.079	0.0394	0.0256	0.0182	0.0266	0.0128	0.0094
TAG58:9-FA18:2	TG(58:9)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0098	0.0173	0.0075	0.0169	0.0109	0.006162255	0.0097	0.003439315	0.0157	0.0887	0.0464	0.0296	0.0259	0.0534	0.0193	0.0166
TAG58:9-FA22:6	TG(58:9)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0135	0.0331	0.0144	0.0312	0.0159	0.0082	0.0149	0.0132	0.0368	0.1916	0.0928	0.0633	0.0558	0.1054	0.0306	0.0315
